jj,file,sentence,decision,rationale,binary_decision,jj_category,privacy
sophisticated,9117228,"Sophisticated multi-color immunophenotyping will be used to characterize lymphocyte subsets and mononuclear cell responses will be probed in vitro with stimulants , and cytokine levels in supernatants determined with multi-cytokine arrays .",HYPE,['gratuitous'],1,rigour,No
detailed,9105807,"Furthermore , in the Center component , detailed phenotypic assessments were conducted among a subset of over 1,000 individuals who received in - person structured psychiatric diagnostic interviews , underwent neuropsychological testing , and provided data on dimensional measures of mood , well - being , and social and daily functioning .",HYPE,['gratuitous'],1,rigour,Yes
careful,9750458,"Therefore , we have designed a strong research approach with careful attention to rigor .",HYPE,['gratuitous'],1,rigour,No
detailed,10090968,"These fine - grained data can yield the most detailed investigation of intersectional process to -date , including the complex interplay between aspects of social identity ( SES , race / ethnicity ) , social ( e.g. , discrimination ) and contextual factors ( e.g. , neighborhood disadvantage , exposure to tobacco- facilitative environments ) , and whether these mediate the association of intersectional identities with lapse and long term abstinence .",HYPE,"['gratuitous', 'amplified']",1,rigour,No
sophisticated,10014414,"Working with scientists in the laboratory , he developed the data needed to bring this logistically simple but immunologically sophisticated vaccine strategy , developed within the Institution , into phase I ( first-in- human safety studies ) and phase II ( first test for clinical activity ) clinical trials in prostate cancer .",HYPE,['gratuitous'],1,rigour,Yes
unprecedented,9436859,"These tools will allow an unprecedented understanding of hand motor control in the primate , thereby revealing novel mechanisms of motor control and identifying new targets for therapy .",HYPE,"['hyperbolic', 'gratuitous']",1,novelty,No
powerful,9221309,We envision that the combined application of these signatures will ultimately represent a unique and powerful tool that would allow the classification of patients into discrete groups stratified by low / high radio-sensitivity and low / high risk of toxiity and could form the basis for personalized treatment strategies .,HYPE,"['gratuitous', 'coordinated']",1,rigour,No
detailed,9328924,"Furthermore , this new promising imaging approach still lacks important detailed quantification of the accuracy of the measured parameters and could benefit from further optimization of its acquisition and reconstruction , both of which could be achieved through development of a rigorous statistical and signal processing framework .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,rigour,No
groundbreaking,9943364,"Challenging that widespread belief , the second area of investigation focuses on developing a groundbreaking approach for reconstructing small molecules directly from micrographs without particle picking .",HYPE,['hyperbolic'],1,novelty,No
first,9762282,"Thus , my first R01 application phenotypes an entirely novel mouse model , with attendant therapeutic opportunities . !",NOT HYPE,[],0,novelty,No
unique,9660915,"Going forward , a multifaceted and integrated approach , encompassing state - of - the - art mouse genetics and disease models , mass spectrometry , biochemistry and cell biology , X-ray crystallography , structure - based design and medicinal chemistry will be employed to 1 ) define the role of PRL2 in tumorigenesis using both conditional and transgenic mouse models , 2 ) determine the biochemical mechanism by which PRL2 downregulates PTEN using both candidate biochemical and unbiased focused peptide library and proteomic approaches , and 3 ) harness the unique PRL2 trimerization mechanism for novel anti-cancer agents using structure - based design , medicinal chemistry optimization , and pharmacological evaluation in PTEN deficient cancer models .",HYPE,"['gratuitous', 'broader context']",1,novelty,No
first,9110669,The first aim of the current proposal is to modify the System so that it further encourages the development of long - term healthy eating habits .,NOT HYPE,[],0,novelty,Yes
systematic,10029232,"We have recently developed functional genomics approaches that enable systematic interrogation of gene function in human cells , and with these tools , we propose to address this gap in knowledge .",NOT HYPE,[],0,rigour,No
nuanced,100253,"More research is needed to develop a nuanced understanding of the strategies that support low - income , Latino children ?",HYPE,['gratuitous'],1,rigour,No
advanced,9262669,"Over time , more advanced measures of body composition such as visceral and subcutaneous abdominal adiposity using MRI , and novel blood chemistries such as inflammatory markers have been also been collected .",NOT HYPE,[],0,rigour,No
scientific,9447827,A Scientific Committee will ensure the clinical relevance of the work .,NOT HYPE,[],0,rigour,Yes
scientific,10027665,The LAC specific aims are : 1 . Provide scientific leadership and direction toward the overall goals of the UTMB OAIC .,NOT HYPE,[],0,rigour,
creative,9420210,CLIC will apply traditional and creative use of metrics and analytics to produce usable data visualizations that guide action - oriented strategies .,HYPE,['gratuitous'],1,novelty,
innovative,9793720,"In a new highly innovative 11 - week intensive summer program for medical students , SOAR participants will learn fundamentals of cancer research along with interdisciplinary and interprofessional cancer care .",HYPE,"['gratuitous', 'amplified', 'coordinated', 'broader context']",1,novelty,
scientific,9703527,"Specific aim 2 is to enhance the scientific and career knowledge , skills , and experience of MARC trainees to prepare them for biomedical PhD programs .",HYPE,['gratuitous'],1,rigour,
revolutionary,9992030,I believe that this innovative technology has the potential to be revolutionary if it can be generalized .,HYPE,"['hyperbolic', 'broader context']",1,novelty,No
careful,9509396,"All participants will undergo a comprehensive baseline assessment , including state - of - the - art brain imaging , comprehensive neuropsychological testing , bioassays , mobile monitoring and careful assessment of substance use , environment , psychopathological symptoms , and social functioning every 2 years .",HYPE,['gratuitous'],1,rigour,No
nuanced,9574542,"The PDAPS database contains detailed policy information ( e.g. to whom practitioners can prescribe naloxone , who has access to PDMPs ) , such that we can determine which of the nuanced approaches to these policies are most efficacious .",HYPE,['gratuitous'],1,rigour,
